spotify_id,spotify_uri,album,name,popularity,release_date,track_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
78sr9HLuorNthIHjh9zWzO,spotify:track:78sr9HLuorNthIHjh9zWzO,Helping Hands...Live & Acoustic at The Masonic,"The Four Horsemen (Live at The Masonic, San Francisco, CA - November 3rd, 2018)",24,2019-02-01,11,0.54,0.804,1,-6.958,1,0.0505,0.0133,0.0218,0.376,0.581,82.298,212882,4
1FzfyibQ3SMeZychD5xxlu,spotify:track:1FzfyibQ3SMeZychD5xxlu,Helping Hands...Live & Acoustic at The Masonic,"Hardwired (Live at The Masonic, San Francisco, CA - November 3rd, 2018)",20,2019-02-01,12,0.393,0.944,8,-7.184,1,0.103,0.00739,0.0896,0.746,0.176,95.926,260969,4
7E6BDl00HMsqixvFAzIbI5,spotify:track:7E6BDl00HMsqixvFAzIbI5,ライヴ・イン・テキサス1989 (Live at リユニオン・アリーナ、ダラス、1989),ブラッケンド (Live at リユニオン・アリーナ、ダラス、1989) [Remastered],6,2017-04-06,1,0.291,0.978,5,-8.207,1,0.0647,0.000138,0.000875,0.22,0.213,102.104,377533,4
0VTPBHsP2JPmEjnPwmmY76,spotify:track:0VTPBHsP2JPmEjnPwmmY76,ライヴ・イン・テキサス1989 (Live at リユニオン・アリーナ、ダラス、1989),フォー・フーム・ザ・ベル・トールズ (Live at リユニオン・アリーナ、ダラス、1989) [Remastered],3,2017-04-06,2,0.336,0.935,5,-8.263,1,0.0648,0.000504,0.000252,0.686,0.249,142.262,272773,4
2vh3FlBGCBFQPE6VLZ82WU,spotify:track:2vh3FlBGCBFQPE6VLZ82WU,ライヴ・イン・テキサス1989 (Live at リユニオン・アリーナ、ダラス、1989),ウェルカム・ホーム (サニタリウム) [Live at リユニオン・アリーナ、ダラス、1989] [Remastered],2,2017-04-06,3,0.303,0.951,0,-7.926,1,0.0857,0.00126,0.0218,0.819,0.325,103.101,357787,4
7u5wQWy8A8PS1jtqfnuDcE,spotify:track:7u5wQWy8A8PS1jtqfnuDcE,ライヴ・イン・テキサス1989 (Live at リユニオン・アリーナ、ダラス、1989),リーパー・メサイア (Live at リユニオン・アリーナ、ダラス、1989) [Remastered],2,2017-04-06,4,0.359,0.909,0,-7.59,1,0.0832,0.000594,0.00242,0.95,0.367,102.508,343867,4
6DXdj4epDzXBjunVIcVbH9,spotify:track:6DXdj4epDzXBjunVIcVbH9,ライヴ・イン・テキサス1989 (Live at リユニオン・アリーナ、ダラス、1989),ハーヴェスター・オブ・ソロー (Live at リユニオン・アリーナ、ダラス、1989) [Remastered],1,2017-04-06,5,0.394,0.918,5,-7.507,1,0.0534,0.00193,0.00709,0.836,0.539,107.712,312053,4
3LAu99GTa4oOdWGqa8XtSX,spotify:track:3LAu99GTa4oOdWGqa8XtSX,ライヴ・イン・テキサス1989 (Live at リユニオン・アリーナ、ダラス、1989),アイ・オブ・ザ・ビホールダー (Live at リユニオン・アリーナ、ダラス、1989) [Remastered],1,2017-04-06,6,0.354,0.933,4,-7.247,0,0.0888,0.000924,0.00304,0.679,0.357,134.734,358760,4
5KAiheocVLFQFAm62GX5u6,spotify:track:5KAiheocVLFQFAm62GX5u6,ライヴ・イン・テキサス1989 (Live at リユニオン・アリーナ、ダラス、1989),ベース・ソロ (Live at リユニオン・アリーナ、ダラス、1989) [Remastered],1,2017-04-06,7,0.239,0.634,9,-7.45,1,0.0736,0.2,0.644,0.323,0.0783,71.963,259733,3
2IocnuvFZ7tKuo41hArNMj,spotify:track:2IocnuvFZ7tKuo41hArNMj,ライヴ・イン・テキサス1989 (Live at リユニオン・アリーナ、ダラス、1989),トゥ・リヴ・イズ・トゥ・ダイ [Live at リユニオン・アリーナ、ダラス、1989] [Remastered] - インストゥルメンタル,1,2017-04-06,8,0.708,0.171,9,-16.33,0,0.0509,0.784,0.948,0.127,0.2,96.516,121400,3
5dAIvYLrJypQkjUjSb2zOw,spotify:track:5dAIvYLrJypQkjUjSb2zOw,ライヴ・イン・テキサス1989 (Live at リユニオン・アリーナ、ダラス、1989),メタル・マスター (Live at リユニオン・アリーナ、ダラス、1989) [Remastered],3,2017-04-06,9,0.329,0.961,4,-7.624,0,0.065,0.000158,0.0612,0.251,0.381,117.556,448907,4
3KEoOo8WeUatxQadZqEVw7,spotify:track:3KEoOo8WeUatxQadZqEVw7,ライヴ・イン・テキサス1989 (Live at リユニオン・アリーナ、ダラス、1989),ワン (Live at リユニオン・アリーナ、ダラス、1989) [Remastered],2,2017-04-06,10,0.395,0.936,0,-8.591,1,0.0853,0.00233,0.0318,0.596,0.265,108.126,456680,3
7s61zpc9TneAF7R0jF8WXe,spotify:track:7s61zpc9TneAF7R0jF8WXe,ライヴ・イン・テキサス1989 (Live at リユニオン・アリーナ、ダラス、1989),シーク・アンド・デストロイ (Live at リユニオン・アリーナ、ダラス、1989) [Remastered],2,2017-04-06,11,0.335,0.912,5,-8.232,1,0.0882,0.0303,0.0216,0.708,0.535,154.685,424720,4
1i9hCHEGp47crJE3X9bL2i,spotify:track:1i9hCHEGp47crJE3X9bL2i,ライヴ・イン・テキサス1989 (Live at リユニオン・アリーナ、ダラス、1989),アンド・ジャスティス・フォー・オール (Live at リユニオン・アリーナ、ダラス、1989) [Remastered],2,2017-04-06,12,0.34,0.948,5,-7.847,1,0.0642,0.000683,0.278,0.289,0.345,94.51,559920,4
74EZCQGqtF9rxEHeFyDhQp,spotify:track:74EZCQGqtF9rxEHeFyDhQp,ライヴ・イン・テキサス1989 (Live at リユニオン・アリーナ、ダラス、1989),ハウ・メニー・モア・タイムス [Live at リユニオン・アリーナ、ダラス、1989] [Remastered] - インストゥルメンタル,1,2017-04-06,13,0.399,0.709,11,-8.657,0,0.0681,0.00145,0.702,0.712,0.487,138.48,61307,4
3afJ7scdDZMJiRn92y5BHm,spotify:track:3afJ7scdDZMJiRn92y5BHm,ライヴ・イン・テキサス1989 (Live at リユニオン・アリーナ、ダラス、1989),クリーピング・デス (Live at リユニオン・アリーナ、ダラス、1989) [Remastered],2,2017-04-06,14,0.337,0.97,0,-7.692,1,0.15,0.000125,0.0588,0.389,0.26,120.472,495613,4
7c3fuBWzkDcsF3j5SsqAdE,spotify:track:7c3fuBWzkDcsF3j5SsqAdE,ライヴ・イン・テキサス1989 (Live at リユニオン・アリーナ、ダラス、1989),フェイド・トゥ・ブラック (Live at リユニオン・アリーナ、ダラス、1989) [Remastered],1,2017-04-06,15,0.261,0.934,7,-6.912,1,0.0971,0.00375,0.0889,0.169,0.278,170.121,390893,4
0JcBJCOrhVHJSSUtfFvX0k,spotify:track:0JcBJCOrhVHJSSUtfFvX0k,ライヴ・イン・テキサス1989 (Live at リユニオン・アリーナ、ダラス、1989),ギター・ソロ (Live at リユニオン・アリーナ、ダラス、1989) [Remastered],1,2017-04-06,16,0.24,0.899,9,-9.218,1,0.247,0.139,0.829,0.453,0.246,136.315,388960,4
4qY3DXre1GcyR7jEbZXlen,spotify:track:4qY3DXre1GcyR7jEbZXlen,ライヴ・イン・テキサス1989 (Live at リユニオン・アリーナ、ダラス、1989),バッテリー (Live at リユニオン・アリーナ、ダラス、1989) [Remastered],2,2017-04-06,17,0.353,0.99,5,-7.889,1,0.0772,3.27e-05,0.496,0.0975,0.13,108.011,278280,4
2uuiqf0Xyed7TsqTCv3uzs,spotify:track:2uuiqf0Xyed7TsqTCv3uzs,ライヴ・イン・テキサス1989 (Live at リユニオン・アリーナ、ダラス、1989),ラスト・ケアレス (Live at リユニオン・アリーナ、ダラス、1989) [Remastered],1,2017-04-06,18,0.398,0.903,5,-7.202,0,0.0555,0.0072,0.000214,0.595,0.761,109.321,81787,5
0CTjqEyeGM1CZU0L1hf6AQ,spotify:track:0CTjqEyeGM1CZU0L1hf6AQ,ライヴ・イン・テキサス1989 (Live at リユニオン・アリーナ、ダラス、1989),アム・アイ・イーブル (Live at リユニオン・アリーナ、ダラス、1989) [Remastered],1,2017-04-06,19,0.364,0.956,5,-7.804,1,0.108,0.00173,0.297,0.468,0.301,92.905,219333,4
0QV3swr7L8MZr72lL2izV1,spotify:track:0QV3swr7L8MZr72lL2izV1,Hardwired…To Self-Destruct (Deluxe),Hardwired,65,2016-11-18,1,0.128,0.991,11,-3.289,1,0.0582,1.11e-05,0.00362,0.219,0.53,186.124,189347,4
31AstxMAthaDAbOuYC5gTn,spotify:track:31AstxMAthaDAbOuYC5gTn,Hardwired…To Self-Destruct (Deluxe),"Atlas, Rise!",48,2016-11-18,2,0.416,0.994,4,-3.354,0,0.0609,2.93e-05,0.0299,0.0704,0.434,95.205,388625,4
7jsz8rEceVcQmv7v49ETAG,spotify:track:7jsz8rEceVcQmv7v49ETAG,Hardwired…To Self-Destruct (Deluxe),Now That We’re Dead,47,2016-11-18,3,0.565,0.949,2,-3.828,1,0.0464,9.24e-05,0.099,0.254,0.331,128.303,419075,4
6F5RvdxWcLOJW7LAGuc24r,spotify:track:6F5RvdxWcLOJW7LAGuc24r,Hardwired…To Self-Destruct (Deluxe),Moth Into Flame,55,2016-11-18,4,0.163,0.977,4,-3.585,0,0.0591,3.64e-05,0.0052,0.0555,0.369,178.44,350644,4
2COf35miqW9pzhojhEPnxK,spotify:track:2COf35miqW9pzhojhEPnxK,Hardwired…To Self-Destruct (Deluxe),Dream No More,42,2016-11-18,5,0.509,0.944,7,-3.698,1,0.0577,6.26e-05,0.00404,0.0629,0.299,97.505,389598,4
3HZP4wlFGbxHtErgM0IGCZ,spotify:track:3HZP4wlFGbxHtErgM0IGCZ,Hardwired…To Self-Destruct (Deluxe),Halo On Fire,44,2016-11-18,6,0.323,0.936,4,-3.514,0,0.0504,1.43e-05,0.00437,0.0983,0.21,126.367,495017,4
5ZsRTVdS4dboapRDourqR3,spotify:track:5ZsRTVdS4dboapRDourqR3,Hardwired…To Self-Destruct (Deluxe),Confusion,41,2016-11-18,1,0.447,0.99,4,-3.752,1,0.0639,2.94e-05,0.0344,0.125,0.35,122.288,401226,4
3oraMeC7Iq2zSilhbl9bLG,spotify:track:3oraMeC7Iq2zSilhbl9bLG,Hardwired…To Self-Destruct (Deluxe),ManUNkind,38,2016-11-18,2,0.299,0.937,4,-4.375,0,0.0468,2.25e-05,0.0051,0.0977,0.353,136.079,415599,4
0b2zOvsFwVCsEq2AOc2U91,spotify:track:0b2zOvsFwVCsEq2AOc2U91,Hardwired…To Self-Destruct (Deluxe),Here Comes Revenge,40,2016-11-18,3,0.496,0.98,6,-4.049,0,0.0688,6.57e-05,0.122,0.118,0.305,131.691,437625,4
51Q0yYVCa4VyXmFdBuFKVs,spotify:track:51Q0yYVCa4VyXmFdBuFKVs,Hardwired…To Self-Destruct (Deluxe),Am I Savage?,38,2016-11-18,4,0.327,0.943,0,-3.898,1,0.0485,2.15e-05,0.000882,0.0738,0.242,144.016,389663,4
17kFwaEr6dHVGKial4rjRB,spotify:track:17kFwaEr6dHVGKial4rjRB,Hardwired…To Self-Destruct (Deluxe),Murder One,39,2016-11-18,5,0.456,0.948,6,-3.595,1,0.0406,2.18e-05,0.00252,0.106,0.34,107.516,345277,4
1bYK3KYk7aK3f4IqbRi1yB,spotify:track:1bYK3KYk7aK3f4IqbRi1yB,Hardwired…To Self-Destruct (Deluxe),Spit Out The Bone,47,2016-11-18,6,0.154,0.987,9,-3.951,1,0.0875,9.07e-06,0.0559,0.153,0.454,168.127,429199,4
3HB6nPKoov65go3fc125yc,spotify:track:3HB6nPKoov65go3fc125yc,Hardwired…To Self-Destruct (Deluxe),Lords Of Summer,42,2016-11-18,1,0.209,0.974,11,-3.892,1,0.0584,1.16e-05,0.00364,0.271,0.615,165.236,430000,4
4pjNGe4zc3okx6XpxQlDUv,spotify:track:4pjNGe4zc3okx6XpxQlDUv,Hardwired…To Self-Destruct (Deluxe),Ronnie Rising Medley (A Light In The Black / Tarot Woman / Stargazer / Kill The King),39,2016-11-18,2,0.313,0.916,1,-5.336,1,0.0624,1.14e-05,0.000871,0.0768,0.453,130.151,543147,4
6MKqed1tCXHRonfqhwPCET,spotify:track:6MKqed1tCXHRonfqhwPCET,Hardwired…To Self-Destruct (Deluxe),When A Blind Man Cries,48,2016-11-18,3,0.453,0.77,8,-5.783,1,0.0392,0.000368,0.0627,0.116,0.296,134.644,275013,4
0wcD1zVNYKWVwBpoWhCt9A,spotify:track:0wcD1zVNYKWVwBpoWhCt9A,Hardwired…To Self-Destruct (Deluxe),Remember Tomorrow,38,2016-11-18,4,0.264,0.956,10,-3.935,0,0.0454,6.83e-05,0.261,0.0599,0.31,104.211,350067,4
6PhNEXzFuZL0JxYBa6BfjA,spotify:track:6PhNEXzFuZL0JxYBa6BfjA,Hardwired…To Self-Destruct (Deluxe),"Helpless - Live at Rasputin Music, Berkeley, CA - April 16th, 2016",33,2016-11-18,5,0.29,0.988,1,-3.893,1,0.133,1.29e-05,0.0838,0.843,0.29,142.876,188013,4
5AE9z8rj4tXnJiTKYQSdoE,spotify:track:5AE9z8rj4tXnJiTKYQSdoE,Hardwired…To Self-Destruct (Deluxe),"Hit The Lights - Live at Rasputin Music, Berkeley, CA - April 16th, 2016",31,2016-11-18,6,0.201,0.983,8,-3.385,1,0.134,3.95e-06,0.193,0.418,0.378,154.797,247000,4
4pYCEWQ03MDD9o2Af4ak4Z,spotify:track:4pYCEWQ03MDD9o2Af4ak4Z,Hardwired…To Self-Destruct (Deluxe),"The Four Horsemen - Live at Rasputin Music, Berkeley, CA - April 16th, 2016",34,2016-11-18,7,0.313,0.972,1,-4.39,1,0.09,6.33e-06,0.000917,0.951,0.325,107.236,319240,4
3PsOKzSMblyhXCUPwsnNFZ,spotify:track:3PsOKzSMblyhXCUPwsnNFZ,Hardwired…To Self-Destruct (Deluxe),"Ride The Lightning - Live at Rasputin Music, Berkeley, CA - April 16th, 2016",34,2016-11-18,8,0.25,0.986,8,-4.58,1,0.112,1.35e-05,0.00725,0.975,0.331,150.908,416360,4
0UvXZqrjsJFBWn25AgaErD,spotify:track:0UvXZqrjsJFBWn25AgaErD,Hardwired…To Self-Destruct (Deluxe),"Fade To Black - Live at Rasputin Music, Berkeley, CA - April 16th, 2016",40,2016-11-18,9,0.284,0.914,10,-5.044,0,0.0723,0.000147,0.00979,0.949,0.382,113.193,444093,4
4xYPSuzqUARLxmRxUANNTu,spotify:track:4xYPSuzqUARLxmRxUANNTu,Hardwired…To Self-Destruct (Deluxe),"Jump In The Fire - Live at Rasputin Music, Berkeley, CA - April 16th, 2016",31,2016-11-18,10,0.429,0.944,8,-5.224,1,0.11,0.000129,0.00169,0.858,0.528,85.448,313120,4
6QHP1q0NHVurG65w1u88yk,spotify:track:6QHP1q0NHVurG65w1u88yk,Hardwired…To Self-Destruct (Deluxe),"For Whom The Bell Tolls - Live at Rasputin Music, Berkeley, CA - April 16th, 2016",36,2016-11-18,11,0.29,0.964,8,-4.599,1,0.0785,5.13e-05,0.002,0.674,0.262,135.747,272000,4
5WmMFJ6qMLMaL3sOw8CuXF,spotify:track:5WmMFJ6qMLMaL3sOw8CuXF,Hardwired…To Self-Destruct (Deluxe),"Creeping Death - Live at Rasputin Music, Berkeley, CA - April 16th, 2016",34,2016-11-18,12,0.3,0.985,8,-4.659,1,0.13,1.16e-05,0.00687,0.387,0.31,113.655,403173,4
0t4F4mVU032tdNanITXhna,spotify:track:0t4F4mVU032tdNanITXhna,Hardwired…To Self-Destruct (Deluxe),"Metal Militia - Live at Rasputin Music, Berkeley, CA - April 16th, 2016",30,2016-11-18,13,0.181,0.98,1,-4.488,1,0.131,5.17e-05,0.00294,0.802,0.341,169.756,367480,4
59pAzK4CoDd9KMSPxBhHp0,spotify:track:59pAzK4CoDd9KMSPxBhHp0,Hardwired…To Self-Destruct (Deluxe),"Hardwired - Live at U.S. Bank Stadium, Minneapolis, MN - August 20th, 2016",35,2016-11-18,14,0.11,0.995,8,-4.671,1,0.105,1.5e-05,0.026,0.964,0.27,183.914,210146,4
10qHfyQqzsbBDwob8nk8Ol,spotify:track:10qHfyQqzsbBDwob8nk8Ol,Hardwired…To Self-Destruct,Hardwired,47,2016-11-18,1,0.128,0.991,11,-3.289,1,0.0582,1.11e-05,0.00362,0.219,0.53,186.124,189347,4
6fjer7Ed6ZUna1EMbwbDrN,spotify:track:6fjer7Ed6ZUna1EMbwbDrN,Hardwired…To Self-Destruct,"Atlas, Rise!",51,2016-11-18,2,0.416,0.994,4,-3.354,0,0.0609,2.93e-05,0.0299,0.0704,0.434,95.205,388625,4
2NBvvx52QAjipBnXvAekfs,spotify:track:2NBvvx52QAjipBnXvAekfs,Hardwired…To Self-Destruct,Now That We’re Dead,51,2016-11-18,3,0.565,0.949,2,-3.828,1,0.0464,9.24e-05,0.099,0.254,0.331,128.303,419075,4
3JjZq20Kv6UphyyirAaY9A,spotify:track:3JjZq20Kv6UphyyirAaY9A,Hardwired…To Self-Destruct,Moth Into Flame,59,2016-11-18,4,0.163,0.977,4,-3.585,0,0.0591,3.64e-05,0.0052,0.0555,0.369,178.44,350644,4
1dzmb0UZZatm5VCD8fI8UF,spotify:track:1dzmb0UZZatm5VCD8fI8UF,Hardwired…To Self-Destruct,Dream No More,44,2016-11-18,5,0.509,0.944,7,-3.698,1,0.0577,6.26e-05,0.00404,0.0629,0.299,97.505,389598,4
0dcFoXAFWxx7oSIIq2mtkW,spotify:track:0dcFoXAFWxx7oSIIq2mtkW,Hardwired…To Self-Destruct,Halo On Fire,47,2016-11-18,6,0.323,0.936,4,-3.514,0,0.0504,1.43e-05,0.00437,0.0983,0.21,126.367,495017,4
3m8zeHjUKHDVHbx5JmS2qx,spotify:track:3m8zeHjUKHDVHbx5JmS2qx,Hardwired…To Self-Destruct,Confusion,43,2016-11-18,1,0.447,0.99,4,-3.752,1,0.0639,2.94e-05,0.0344,0.125,0.35,122.288,401226,4
4IuzY8RNrCGPIchltRMWzz,spotify:track:4IuzY8RNrCGPIchltRMWzz,Hardwired…To Self-Destruct,ManUNkind,40,2016-11-18,2,0.299,0.937,4,-4.375,0,0.0468,2.25e-05,0.0051,0.0977,0.353,136.079,415599,4
4Ixe61Sv0WlxBhDjRtEgH3,spotify:track:4Ixe61Sv0WlxBhDjRtEgH3,Hardwired…To Self-Destruct,Here Comes Revenge,42,2016-11-18,3,0.496,0.98,6,-4.049,0,0.0688,6.57e-05,0.122,0.118,0.305,131.691,437625,4
5EA75qDylWv25sjzyM1BOa,spotify:track:5EA75qDylWv25sjzyM1BOa,Hardwired…To Self-Destruct,Am I Savage?,40,2016-11-18,4,0.327,0.943,0,-3.898,1,0.0485,2.15e-05,0.000882,0.0738,0.242,144.016,389663,4
1CNCFVas53ePcTa6xjMhoF,spotify:track:1CNCFVas53ePcTa6xjMhoF,Hardwired…To Self-Destruct,Murder One,42,2016-11-18,5,0.456,0.948,6,-3.595,1,0.0406,2.18e-05,0.00252,0.106,0.34,107.516,345277,4
3eB1b4DL6O9TMOksOYg83l,spotify:track:3eB1b4DL6O9TMOksOYg83l,Hardwired…To Self-Destruct,Spit Out The Bone,53,2016-11-18,6,0.154,0.987,9,-3.951,1,0.0875,9.07e-06,0.0559,0.153,0.454,168.127,429199,4
6Cg2DwlVvb4xxrSEE35k37,spotify:track:6Cg2DwlVvb4xxrSEE35k37,Metallica Through The Never (Music From The Motion Picture),The Ecstasy Of Gold,41,2013-01-01,1,0.124,0.691,9,-7.61,0,0.0483,0.834,0.193,0.964,0.151,97.395,121373,4
17q0rhj83YTz9KQY3d9cgw,spotify:track:17q0rhj83YTz9KQY3d9cgw,Metallica Through The Never (Music From The Motion Picture),Creeping Death - Live,42,2013-01-01,2,0.296,0.953,1,-7.456,1,0.103,3.46e-05,0.053,0.364,0.202,121.442,379013,4
0bp3MablDhBWiBZbIcp3AY,spotify:track:0bp3MablDhBWiBZbIcp3AY,Metallica Through The Never (Music From The Motion Picture),For Whom The Bell Tolls - Live,42,2013-01-01,3,0.329,0.912,10,-7.796,0,0.094,0.000198,0.0238,0.739,0.251,137.924,279507,4
0msDFRusep31oGvYA4WOal,spotify:track:0msDFRusep31oGvYA4WOal,Metallica Through The Never (Music From The Motion Picture),Fuel - Live,42,2013-01-01,4,0.264,0.942,1,-6.936,1,0.066,3.71e-05,0.000178,0.951,0.248,126.268,237427,4
4jxrkR3VtHzjH1RVdvvRn2,spotify:track:4jxrkR3VtHzjH1RVdvvRn2,Metallica Through The Never (Music From The Motion Picture),Ride The Lightning - Live,38,2013-01-01,5,0.277,0.933,1,-8.073,1,0.0565,0.000105,0.105,0.952,0.366,153.551,414307,4
4clhhu8D8h2Flcrj48dZ8H,spotify:track:4clhhu8D8h2Flcrj48dZ8H,Metallica Through The Never (Music From The Motion Picture),One - Live,42,2013-01-01,6,0.355,0.91,10,-9.655,0,0.11,0.000586,0.295,0.877,0.147,131.185,504573,4
0a6H4khB7nEbTH91L0Tpdk,spotify:track:0a6H4khB7nEbTH91L0Tpdk,Metallica Through The Never (Music From The Motion Picture),The Memory Remains - Live,40,2013-01-01,7,0.289,0.887,1,-7.15,1,0.0679,0.00422,4.09e-05,0.875,0.194,81.819,342800,4
3k4fUKBy9D5OXQtfaX1fms,spotify:track:3k4fUKBy9D5OXQtfaX1fms,Metallica Through The Never (Music From The Motion Picture),Wherever I May Roam - Live,40,2013-01-01,8,0.318,0.921,4,-5.793,1,0.0546,0.00037,0.00282,0.924,0.239,145.103,378280,4
4hy9NhrFfpIXGUzD9XxXDd,spotify:track:4hy9NhrFfpIXGUzD9XxXDd,Metallica Through The Never (Music From The Motion Picture),Cyanide - Live,36,2013-01-01,9,0.295,0.933,10,-6.966,0,0.0598,6.93e-05,0.0155,0.938,0.248,140.476,421427,4
54VZWrJKwSbOqrnAA50JCm,spotify:track:54VZWrJKwSbOqrnAA50JCm,Metallica Through The Never (Music From The Motion Picture),...And Justice For All - Live,37,2013-01-01,10,0.368,0.898,1,-7.376,1,0.0397,4.88e-05,0.0931,0.956,0.308,95.023,557733,4
6C2Pz56gT0JzsqR84dDv91,spotify:track:6C2Pz56gT0JzsqR84dDv91,Metallica Through The Never (Music From The Motion Picture),Master Of Puppets - Live,46,2013-01-01,11,0.326,0.947,1,-7.177,1,0.0612,4.95e-05,0.0174,0.965,0.283,116.188,505360,4
0kBGwUKT6tsNH1kWFOHSuL,spotify:track:0kBGwUKT6tsNH1kWFOHSuL,Metallica Through The Never (Music From The Motion Picture),Battery - Live,37,2013-01-01,12,0.341,0.982,8,-6.925,1,0.126,0.000157,0.00246,0.412,0.0833,101.51,313587,4
7AvGSilZhdhf8VC18Wecrd,spotify:track:7AvGSilZhdhf8VC18Wecrd,Metallica Through The Never (Music From The Motion Picture),Nothing Else Matters - Live,40,2013-01-01,13,0.265,0.658,3,-6.855,0,0.0314,0.0723,0.00113,0.659,0.06,163.236,441960,3
4yiY6Yn3tAS65clsUBoxf9,spotify:track:4yiY6Yn3tAS65clsUBoxf9,Metallica Through The Never (Music From The Motion Picture),Enter Sandman - Live,41,2013-01-01,14,0.323,0.914,1,-7.349,1,0.0891,0.00265,0.000381,0.953,0.185,139.058,381667,4
6kxWS2BZneKHOfP5ZZJBEv,spotify:track:6kxWS2BZneKHOfP5ZZJBEv,Metallica Through The Never (Music From The Motion Picture),Hit The Lights - Live,35,2013-01-01,15,0.231,0.908,1,-7.77,1,0.0772,3.96e-05,0.0626,0.89,0.429,166.523,279867,4
00cxd8JLO6JKUei70H4BY4,spotify:track:00cxd8JLO6JKUei70H4BY4,Metallica Through The Never (Music From The Motion Picture),Orion - Live,41,2013-01-01,16,0.29,0.76,8,-8.37,1,0.0427,0.00124,0.924,0.0544,0.477,166.573,506867,3
3UqG4RqBe5fsjqDu2iBZK2,spotify:track:3UqG4RqBe5fsjqDu2iBZK2,Lulu,Brandenburg Gate,26,2011-11-01,1,0.334,0.779,0,-3.981,1,0.0508,0.0233,0.0,0.168,0.282,122.705,259720,4
77o1A0eBvU3UfC8u4GG8XT,spotify:track:77o1A0eBvU3UfC8u4GG8XT,Lulu,The View,24,2011-11-01,2,0.252,0.919,7,-2.949,0,0.0701,0.000338,0.0,0.107,0.3,74.158,317467,4
1yDaWE3SArHmIl8khKAWd7,spotify:track:1yDaWE3SArHmIl8khKAWd7,Lulu,Pumping Blood,20,2011-11-01,3,0.328,0.902,9,-5.125,1,0.132,0.00533,3.88e-05,0.152,0.271,135.223,444133,4
5NSSeFthY3wqM8gsen1gWL,spotify:track:5NSSeFthY3wqM8gsen1gWL,Lulu,Mistress Dread,18,2011-11-01,4,0.259,0.978,7,-4.611,1,0.102,0.000221,0.00632,0.177,0.0488,102.939,411493,4
0vtI6MH88W7sia4QfxYsXh,spotify:track:0vtI6MH88W7sia4QfxYsXh,Lulu,Iced Honey,19,2011-11-01,5,0.417,0.912,0,-3.475,1,0.0645,0.00561,0.0,0.0957,0.43,116.098,275947,4
2xFILWNlp8tKNKVpCXjWKA,spotify:track:2xFILWNlp8tKNKVpCXjWKA,Lulu,Cheat on Me,17,2011-11-01,6,0.352,0.715,9,-5.552,0,0.0465,0.0089,0.00215,0.128,0.0421,103.433,686267,4
1JNbkaRDu7tDxxtTX1Ij5U,spotify:track:1JNbkaRDu7tDxxtTX1Ij5U,Lulu,Frustration,17,2011-11-01,7,0.309,0.742,7,-5.274,1,0.116,0.00106,0.0427,0.135,0.152,173.88,513973,4
3tdBx6sRWZgnniLrz7ZVms,spotify:track:3tdBx6sRWZgnniLrz7ZVms,Lulu,Little Dog,16,2011-11-01,8,0.393,0.192,9,-17.568,0,0.035,0.845,0.0256,0.112,0.161,116.367,481680,4
5ZrehhPyYi7KgzUCYiaEFC,spotify:track:5ZrehhPyYi7KgzUCYiaEFC,Lulu,Dragon,17,2011-11-01,9,0.374,0.91,2,-4.993,1,0.121,0.00576,0.000143,0.142,0.0999,121.713,668173,4
2zg2zQsXs0o6hCH9MTkZzw,spotify:track:2zg2zQsXs0o6hCH9MTkZzw,Lulu,Junior Dad,19,2011-11-01,10,0.253,0.248,0,-9.062,1,0.0355,0.0196,0.597,0.111,0.0698,112.217,1168907,4
4ISj9M7DzVPnA4xWpJEtcs,spotify:track:4ISj9M7DzVPnA4xWpJEtcs,Six Feet Down Under,"Eye Of The Beholder - Live At Festival Hall, Melbourne, Australia",5,2010-01-01,1,0.191,0.873,5,-8.544,1,0.0856,0.0278,0.346,0.764,0.196,115.223,390787,4
0BWZfC7xH1sidrxxifoWIe,spotify:track:0BWZfC7xH1sidrxxifoWIe,Six Feet Down Under,"...And Justice For All - Live At Festival Hall, Melbourne, Australia",3,2010-01-01,2,0.188,0.941,0,-7.515,1,0.0704,0.117,0.6,0.972,0.177,90.455,591747,4
5FytEPSAqNKnP0TNLHCaSp,spotify:track:5FytEPSAqNKnP0TNLHCaSp,Six Feet Down Under,"Through The Never - Live At The Entertainment Centre In Perth, Australia",2,2010-01-01,3,0.325,0.988,7,-7.037,1,0.115,0.198,0.882,0.689,0.163,107.2,218173,4
3p90Yz7E0J2Kh0HTtMSpoV,spotify:track:3p90Yz7E0J2Kh0HTtMSpoV,Six Feet Down Under,"The Unforgiven - Live At The National Tennis Centre In Melbourne, Australia",4,2010-01-01,4,0.393,0.699,4,-9.818,0,0.0416,0.000215,0.122,0.876,0.171,73.266,420507,4
2aNvvR7GmTagrVmSptkMOQ,spotify:track:2aNvvR7GmTagrVmSptkMOQ,Six Feet Down Under,"Low Man's Lyric - Acoustic - Live At The Entertainment Centre In Perth, Australia",5,2010-01-01,5,0.487,0.527,1,-8.938,1,0.0273,0.577,2.52e-05,0.369,0.443,135.758,418413,3
